date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:02:04	176032/176032	---M--	200	added ('OK')	application/font-woff	etag:%22659b52bf-2afa0%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/bootstrap-icons/bootstrap-icons.woff?dd67030699838ea613ee6dbda90effa6	C:/My%20Web%20Sites/Login%20page/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/bootstrap-icons/bootstrap-icons0107.woff	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
23:02:04	130396/130396	---M--	200	added ('OK')	application/octet-stream	etag:%22659b52bf-1fd5c%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/bootstrap-icons/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6	C:/My%20Web%20Sites/Login%20page/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/bootstrap-icons/bootstrap-icons0107.woff2	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
23:02:04	117852/117852	---M--	200	added ('OK')	application/octet-stream	etag:%2266289616-1cc5c%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-brands-400.woff2	C:/My%20Web%20Sites/Login%20page/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-brands-400.woff2	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
23:02:04	209128/209128	---M--	200	added ('OK')	application/octet-stream	etag:%2266289616-330e8%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-brands-400.ttf	C:/My%20Web%20Sites/Login%20page/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-brands-400.ttf	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
23:02:05	25392/25392	---M--	200	added ('OK')	application/octet-stream	etag:%2266289616-6330%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-regular-400.woff2	C:/My%20Web%20Sites/Login%20page/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-regular-400.woff2	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
23:02:05	67860/67860	---M--	200	added ('OK')	application/octet-stream	etag:%2266289616-10914%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-regular-400.ttf	C:/My%20Web%20Sites/Login%20page/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-regular-400.ttf	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
23:02:05	156400/156400	---M--	200	added ('OK')	application/octet-stream	etag:%2266289616-262f0%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-solid-900.woff2	C:/My%20Web%20Sites/Login%20page/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-solid-900.woff2	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
23:02:05	420332/420332	---M--	200	added ('OK')	application/octet-stream	etag:%2266289616-669ec%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-solid-900.ttf	C:/My%20Web%20Sites/Login%20page/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-solid-900.ttf	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
23:02:05	4792/4792	---M--	200	added ('OK')	application/octet-stream	etag:%2266289616-12b8%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-v4compatibility.woff2	C:/My%20Web%20Sites/Login%20page/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-v4compatibility.woff2	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
23:02:06	10832/10832	---M--	200	added ('OK')	application/octet-stream	etag:%2266289616-2a50%22	https://preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-v4compatibility.ttf	C:/My%20Web%20Sites/Login%20page/preview.keenthemes.com/keen/demo1/assets/plugins/global/fonts/@fortawesome/fa-v4compatibility.ttf	(from https://preview.keenthemes.com/keen/demo1/assets/plugins/global/plugins.bundle.css)
23:02:06	9746/9746	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2017:32:03%20GMT	https://preview.keenthemes.com/keen/demo1/authentication/layouts/corporate/reset-password.html	C:/My%20Web%20Sites/Login%20page/preview.keenthemes.com/keen/demo1/authentication/layouts/corporate/reset-password.html	(from https://preview.keenthemes.com/keen/demo1/authentication/layouts/corporate/sign-in.html)
23:02:07	2761/2761	---MCZ	200	added ('OK')	application/javascript	etag:W/%226552540a-ac9%22	https://preview.keenthemes.com/keen/demo1/assets/js/custom/authentication/sign-in/general.js	C:/My%20Web%20Sites/Login%20page/preview.keenthemes.com/keen/demo1/assets/js/custom/authentication/sign-in/general.js	(from https://preview.keenthemes.com/keen/demo1/authentication/layouts/corporate/sign-in.html)
23:02:07	2674/2674	---MCZ	200	added ('OK')	application/javascript	etag:W/%226552540a-a72%22	https://preview.keenthemes.com/keen/demo1/assets/js/custom/authentication/reset-password/reset-password.js	C:/My%20Web%20Sites/Login%20page/preview.keenthemes.com/keen/demo1/assets/js/custom/authentication/reset-password/reset-password.js	(from https://preview.keenthemes.com/keen/demo1/authentication/layouts/corporate/reset-password.html)
